index,classid
46590,4129970
46591,4130089
46592,4130126
46593,4130129
46594,4130152
46595,4130160
46596,4130186
46597,4130207
46598,4130235
46599,4130292
46600,4130311
46601,4130320
46602,4130378
46603,4130399
46604,4130430
46605,4130447
46606,4130508
46607,4130562
46608,4130564
46609,4130677
46610,4130700
46611,4130765
46612,4130819
46613,4130827
46614,4131412
46615,4131567
46616,4131577
46617,4131825
46618,4131828
46619,4131852
46620,4131855
46621,4131935
46622,4131938
46623,4131939
46624,4132008
46625,4132062
46626,4132074
46627,4132077
46628,4132147
46629,4132178
46630,4132188
46631,4132253
46632,4132327
46633,4132426
46634,4132470
46635,4132482
46636,4132617
46637,4132668
46638,4132675
46639,4132685
46640,4132701
46641,4132718
46642,4132721
46643,4132778
46644,4132874
46645,4132925
46646,4132988
46647,4132993
46648,4133024
46649,4133071
46650,4133113
46651,4133143
46652,4133153
46653,4133209
46654,4133219
46655,4133227
46656,4133261
46657,4133286
46658,4133312
46659,4133327
46660,4133331
46661,4133338
46662,4133476
46663,4133524
46664,4133529
46665,4133549
46666,4133588
46667,4133625
46668,4133627
46669,4133679
46670,4133693
46671,4133724
46672,4133762
46673,4133826
46674,4133829
46675,4133840
46676,4133857
46677,4133858
46678,4133863
46679,4133890
46680,4133983
46681,4134038
46682,4134100
46683,4134120
46684,4134240
46685,4134251
46686,4134259
46687,4134265
46688,4134276
46689,4134295
46690,4134336
46691,4134486
46692,4134570
46693,4134597
46694,4134701
46695,4134718
46696,4134730
46697,4134772
46698,4134800
46699,4134909
46700,4134915
46701,4134928
46702,4134946
46703,4134995
46704,4135003
46705,4135005
46706,4135030
46707,4135033
46708,4135056
46709,4135076
46710,4135354
46711,4135365
46712,4135440
46713,4135448
46714,4135491
46715,4135517
46716,4135540
46717,4135597
46718,4135675
46719,4135683
46720,4135762
46721,4135783
46722,4135805
46723,4135816
46724,4135822
46725,4135825
46726,4135850
46727,4135860
46728,4135865
46729,4135870
46730,4135873
46731,4135892
46732,4135963
46733,4135976
46734,4135984
46735,4135999
46736,4136052
46737,4136060
46738,4136073
46739,4136102
46740,4136122
46741,4136123
46742,4136133
46743,4136149
46744,4136150
46745,4136164
46746,4136172
46747,4136190
46748,4136196
46749,4136201
46750,4136271
46751,4136298
46752,4136307
46753,4136314
46754,4136338
46755,4136353
46756,4136376
46757,4136390
46758,4136392
46759,4136412
46760,4136422
46761,4136436
46762,4136488
46763,4136496
46764,4136528
46765,4136544
46766,4136552
46767,4136604
46768,4136620
46769,4136648
46770,4136673
46771,4136695
46772,4136707
46773,4136722
46774,4136745
46775,4136828
46776,4136858
46777,4136962
46778,4136970
46779,4137039
46780,4137086
46781,4137102
46782,4137171
46783,4137191
46784,4137228
46785,4137244
46786,4137285
46787,4137370
46788,4137409
46789,4137428
46790,4137490
46791,4137812
46792,4137839
46793,4137852
46794,4137877
46795,4137924
46796,4137936
46797,4137986
46798,4137991
46799,4138080
46800,4138113
46801,4138155
46802,4138159
46803,4138224
46804,4138305
46805,4138322
46806,4138375
46807,4138380
46808,4138400
46809,4138403
46810,4138430
46811,4138432
46812,4138454
46813,4138513
46814,4138515
46815,4138518
46816,4138545
46817,4138576
46818,4138595
46819,4138669
46820,4138673
46821,4138686
46822,4138698
46823,4138710
46824,4138713
46825,4138718
46826,4138729
46827,4138786
46828,4138824
46829,4138950
46830,4138997
46831,4139011
46832,4139037
46833,4139058
46834,4139145
46835,4139238
46836,4139388
46837,4139446
46838,4139473
46839,4139497
46840,4139503
46841,4139510
46842,4139625
46843,4139637
46844,4139638
46845,4139754
46846,4139780
46847,4139826
46848,4139846
46849,4139871
46850,4139918
46851,4139939
46852,4140036
46853,4140136
46854,4140140
46855,4140180
46856,4140528
46857,4140653
46858,4140684
46859,4140691
46860,4140747
46861,4140858
46862,4140882
46863,4140902
46864,4141107
46865,4141161
46866,4141250
46867,4141276
46868,4141484
46869,4141615
46870,4141636
46871,4141641
46872,4141692
46873,4141722
46874,4141737
46875,4141848
46876,4141920
46877,4142045
46878,4142071
46879,4142128
46880,4142153
46881,4142168
46882,4142173
46883,4142276
46884,4142299
46885,4142326
46886,4142335
46887,4142377
46888,4142419
46889,4142498
46890,4142503
46891,4142512
46892,4142572
46893,4142606
46894,4142609
46895,4142630
46896,4142652
46897,4142653
46898,4142662
46899,4142727
46900,4142748
46901,4142782
46902,4142784
46903,4142810
46904,4142909
46905,4142940
46906,4142942
46907,4142950
46908,4142958
46909,4142970
46910,4143026
46911,4143028
46912,4143106
46913,4143195
46914,4143241
46915,4143249
46916,4143305
46917,4143316
46918,4143439
46919,4143512
46920,4143519
46921,4143575
46922,4143620
46923,4143685
46924,4143702
46925,4143730
46926,4143795
46927,4143814
46928,4143825
46929,4143829
46930,4143845
46931,4143860
46932,4143889
46933,4143912
46934,4143916
46935,4144035
46936,4144085
46937,4144229
46938,4144244
46939,4144339
46940,4144397
46941,4144406
46942,4144415
46943,4144447
46944,4144452
46945,4144455
46946,4144456
46947,4144475
46948,4144500
46949,4144609
46950,4144725
46951,4144827
46952,4144844
46953,4144881
46954,4144940
46955,4145014
46956,4145057
46957,4145401
46958,4145484
46959,4145583
46960,4145653
46961,4145671
46962,4145704
46963,4145710
46964,4145713
46965,4145893
46966,4145948
46967,4145952
46968,4146054
46969,4146088
46970,4146132
46971,4146135
46972,4146144
46973,4146217
46974,4146270
46975,4146490
46976,4146512
46977,4146529
46978,4146634
46979,4146711
46980,4146720
46981,4146725
46982,4146807
46983,4146836
46984,4146851
46985,4147059
46986,4147107
46987,4147115
46988,4147138
46989,4147177
46990,4147194
46991,4147245
46992,4147250
46993,4147274
46994,4147289
46995,4147516
46996,4147526
46997,4147645
46998,4147679
46999,4147702
47000,4147754
47001,4147899
47002,4147932
47003,4147943
47004,4148035
47005,4148042
47006,4148052
47007,4148112
47008,4148113
47009,4148184
47010,4148206
47011,4148254
47012,4148264
47013,4148267
47014,4148283
47015,4148356
47016,4148420
47017,4148441
47018,4148518
47019,4148679
47020,4148740
47021,4148754
47022,4148765
47023,4148779
47024,4148783
47025,4148794
47026,4148805
47027,4148816
47028,4148843
47029,4148854
47030,4148865
47031,4148874
47032,4148882
47033,4148903
47034,4148921
47035,4148941
47036,4148979
47037,4149013
47038,4149029
47039,4149070
47040,4149074
47041,4149091
47042,4149167
47043,4149175
47044,4149183
47045,4149245
47046,4149302
47047,4149465
47048,4149475
47049,4149479
47050,4149485
47051,4149500
47052,4149521
47053,4149534
47054,4149548
47055,4149565
47056,4149617
47057,4149619
47058,4149632
47059,4149653
47060,4149684
47061,4149785
47062,4149804
47063,4149837
47064,4149875
47065,4149888
47066,4149928
47067,4149975
47068,4150043
47069,4150143
47070,4150175
47071,4150265
47072,4150275
47073,4150293
47074,4150343
47075,4150566
47076,4150645
47077,4150660
47078,4150990
47079,4151004
47080,4151043
47081,4151099
47082,4151128
47083,4151288
47084,4151293
47085,4151306
47086,4151313
47087,4151339
47088,4151352
47089,4151365
47090,4151409
47091,4151439
47092,4151520
47093,4151527
47094,4151590
47095,4151634
47096,4151646
47097,4151666
47098,4151693
47099,4151699
47100,4151722
47101,4151749
47102,4151934
47103,4151947
47104,4151952
47105,4152037
47106,4152136
47107,4152150
47108,4152153
47109,4152192
47110,4152243
47111,4152259
47112,4152290
47113,4152303
47114,4152332
47115,4152377
47116,4152382
47117,4152397
47118,4152399
47119,4152423
47120,4152489
47121,4152505
47122,4152523
47123,4152548
47124,4152549
47125,4152559
47126,4152563
47127,4152587
47128,4152592
47129,4152599
47130,4152614
47131,4152667
47132,4152712
47133,4152719
47134,4152724
47135,4152734
47136,4152743
47137,4152779
47138,4152785
47139,4152811
47140,4152816
47141,4152818
47142,4152828
47143,4152929
47144,4152977
47145,4153008
47146,4153038
47147,4153053
47148,4153072
47149,4153075
47150,4153188
47151,4153196
47152,4153218
47153,4153474
47154,4153483
47155,4153486
47156,4153491
47157,4153499
47158,4153512
47159,4153518
47160,4153623
47161,4153643
47162,4153709
47163,4153878
47164,4153922
47165,4154003
47166,4154113
47167,4154166
47168,4154168
47169,4154174
47170,4154191
47171,4154199
47172,4154259
47173,4154287
47174,4154319
47175,4154344
47176,4154485
47177,4154722
47178,4154735
47179,4154805
47180,4154836
47181,4154881
47182,4154952
47183,4154959
47184,4154990
47185,4155017
47186,4155078
47187,4155415
47188,4155483
47189,4155487
47190,4155499
47191,4155569
47192,4155643
47193,4155837
47194,4155842
47195,4155863
47196,4155993
47197,4156031
47198,4156055
47199,4156057
47200,4156094
47201,4156114
47202,4156116
47203,4156129
47204,4156237
47205,4156245
47206,4156286
47207,4156327
47208,4156406
47209,4156439
47210,4156556
47211,4156587
47212,4156595
47213,4156602
47214,4156605
47215,4156618
47216,4156619
47217,4156663
47218,4156666
47219,4156669
47220,4156681
47221,4156683
47222,4156688
47223,4156696
47224,4156699
47225,4156719
47226,4156721
47227,4156737
47228,4156749
47229,4156781
47230,4156792
47231,4156816
47232,4156860
47233,4156872
47234,4156923
47235,4156954
47236,4156962
47237,4156963
47238,4156982
47239,4156988
47240,4157027
47241,4157030
47242,4157045
47243,4157065
47244,4157120
47245,4157128
47246,4157168
47247,4157176
47248,4157221
47249,4157245
47250,4157264
47251,4157288
47252,4157290
47253,4157347
47254,4157351
47255,4157356
47256,4157371
47257,4157377
47258,4157384
47259,4157400
47260,4157406
47261,4157462
47262,4157472
47263,4157473
47264,4157477
47265,4157493
47266,4157523
47267,4157526
47268,4157535
47269,4157552
47270,4157576
47271,4157585
47272,4157594
47273,4157600
47274,4157610
47275,4157621
47276,4157624
47277,4157641
47278,4157656
47279,4157664
47280,4157680
47281,4157692
47282,4157693
47283,4157718
47284,4157756
47285,4157770
47286,4157776
47287,4157789
47288,4157792
47289,4157799
47290,4157811
47291,4157864
47292,4157866
47293,4157884
47294,4157889
47295,4157890
47296,4157897
47297,4157913
47298,4157944
47299,4157965
47300,4157990
47301,4157996
47302,4158008
47303,4158020
47304,4158027
47305,4158030
47306,4158040
47307,4158045
47308,4158091
47309,4158099
47310,4158141
47311,4158152
47312,4158181
47313,4158183
47314,4158190
47315,4158211
47316,4158218
47317,4158225
47318,4158243
47319,4158246
47320,4158261
47321,4158280
47322,4158324
47323,4158325
47324,4158348
47325,4158352
47326,4158353
47327,4158383
47328,4158399
47329,4158400
47330,4158407
47331,4158409
47332,4158414
47333,4158417
47334,4158425
47335,4158426
47336,4158433
47337,4158458
47338,4158468
47339,4158484
47340,4158502
47341,4158524
47342,4158559
47343,4158594
47344,4158616
47345,4158633
47346,4158641
47347,4158646
47348,4158659
47349,4158672
47350,4158684
47351,4158735
47352,4158737
47353,4158762
47354,4158764
47355,4158774
47356,4158800
47357,4158802
47358,4158805
47359,4158814
47360,4158828
47361,4158839
47362,4158859
47363,4158912
47364,4158918
47365,4158951
47366,4158961
47367,4158998
47368,4159003
47369,4159009
47370,4159053
47371,4159062
47372,4159070
47373,4159083
47374,4159110
47375,4159116
47376,4159144
47377,4159154
47378,4159159
47379,4159177
47380,4159178
47381,4159200
47382,4159204
47383,4159214
47384,4159223
47385,4159264
47386,4159295
47387,4159303
47388,4159322
47389,4159329
47390,4159385
47391,4159442
47392,4159452
47393,4159594
47394,4159728
47395,4159734
47396,4159824
47397,4159853
47398,4159921
47399,4159937
47400,4159999
47401,4160017
47402,4160070
47403,4160087
47404,4160094
47405,4160095
47406,4160107
47407,4160206
47408,4160252
47409,4160336
47410,4160364
47411,4160376
47412,4160389
47413,4160394
47414,4160401
47415,4160402
47416,4160417
47417,4160668
47418,4160675
47419,4160683
47420,4160710
47421,4160727
47422,4160742
47423,4160757
47424,4160772
47425,4160786
47426,4160952
47427,4160974
47428,4160983
47429,4160992
47430,4161072
47431,4161112
47432,4161154
47433,4161158
47434,4161192
47435,4161226
47436,4161237
47437,4161250
47438,4161288
47439,4161303
47440,4161362
47441,4161481
47442,4161496
47443,4161522
47444,4161526
47445,4161591
47446,4161613
47447,4161625
47448,4161642
47449,4161654
47450,4161697
47451,4161717
47452,4161762
47453,4161766
47454,4161770
47455,4161789
47456,4161792
47457,4161814
47458,4161818
47459,4161890
47460,4161892
47461,4161894
47462,4161954
47463,4161958
47464,4161966
47465,4161971
47466,4162023
47467,4162031
47468,4162052
47469,4162100
47470,4162128
47471,4162131
47472,4162138
47473,4162246
47474,4162273
47475,4162317
47476,4162323
47477,4162332
47478,4162348
47479,4162390
47480,4162392
47481,4162399
47482,4162418
47483,4162420
47484,4162428
47485,4162466
47486,4164044
47487,4164099
47488,4164146
47489,4164381
47490,4164437
47491,4164667
47492,4164838
47493,4165164
47494,4165262
47495,4165894
47496,4165978
47497,4166476
47498,4166478
47499,4166503
47500,4166742
47501,4166783
47502,4166784
47503,4167093
47504,4167103
47505,4167248
47506,4167456
47507,4167599
47508,4167677
47509,4167742
47510,4167785
47511,4167802
47512,4167894
47513,4167924
47514,4168086
47515,4168099
47516,4168299
47517,4168397
47518,4168656
47519,4168675
47520,4168766
47521,4168795
47522,4168860
47523,4168952
47524,4169123
47525,4169244
47526,4169509
47527,4169588
47528,4169625
47529,4169742
47530,4169836
47531,4169875
47532,4170042
47533,4170115
47534,4170146
47535,4170168
47536,4170281
47537,4170296
47538,4170320
47539,4170327
47540,4170353
47541,4170359
47542,4170373
47543,4170383
47544,4170395
47545,4170415
47546,4170485
47547,4170620
47548,4170648
47549,4170672
47550,4170673
47551,4170686
47552,4170689
47553,4170728
47554,4170734
47555,4170750
47556,4170753
47557,4170761
47558,4170804
47559,4170826
47560,4170835
47561,4170868
47562,4170879
47563,4170894
47564,4170901
47565,4170953
47566,4170969
47567,4170993
47568,4171004
47569,4171009
47570,4171011
47571,4171027
47572,4171047
47573,4171067
47574,4171072
47575,4171081
47576,4171193
47577,4171219
47578,4171251
47579,4171278
47580,4171290
47581,4171314
47582,4171440
47583,4171500
47584,4171546
47585,4171649
47586,4171721
47587,4171740
47588,4171805
47589,4171873
47590,4172008
47591,4172013
47592,4172022
47593,4172071
47594,4172177
47595,4172202
47596,4172230
47597,4172273
47598,4172320
47599,4172340
47600,4172389
47601,4172418
47602,4172516
47603,4172522
47604,4172597
47605,4172602
47606,4172606
47607,4172627
47608,4172645
47609,4172657
47610,4172742
47611,4172748
47612,4172752
47613,4172763
47614,4172774
47615,4172779
47616,4172856
47617,4172927
47618,4172975
47619,4173036
47620,4173060
47621,4173094
47622,4173126
47623,4173231
47624,4173235
47625,4173313
47626,4173329
47627,4173442
47628,4173541
47629,4173549
47630,4173704
47631,4173715
47632,4173745
47633,4173986
47634,4174017
47635,4174140
47636,4174678
47637,4174963
47638,4174986
47639,4175012
47640,4175061
47641,4175317
47642,4175337
47643,4175338
47644,4175375
47645,4175380
47646,4175436
47647,4175531
47648,4175631
47649,4175646
47650,4175655
47651,4175659
47652,4175682
47653,4175697
47654,4175715
47655,4175760
47656,4175764
47657,4175791
47658,4175817
47659,4175829
47660,4175860
47661,4175868
47662,4175894
47663,4175923
47664,4175959
47665,4175963
47666,4175978
47667,4176015
47668,4176205
47669,4176227
47670,4176354
47671,4176409
47672,4176420
47673,4176428
47674,4176431
47675,4176594
47676,4176662
47677,4176665
47678,4176711
47679,4176759
47680,4176845
47681,4176933
47682,4176965
47683,4176968
47684,4176999
47685,4177201
47686,4177240
47687,4177256
47688,4177469
47689,4177480
47690,4177516
47691,4177527
47692,4177618
47693,4177656
47694,4177718
47695,4177723
47696,4177730
47697,4177837
47698,4177855
47699,4177857
47700,4177861
47701,4177874
47702,4177958
47703,4178026
47704,4178043
47705,4178071
47706,4178072
47707,4178098
47708,4178127
47709,4178168
47710,4178197
47711,4178215
47712,4178220
47713,4178240
47714,4178247
47715,4178270
47716,4178276
47717,4178305
47718,4178337
47719,4178390
47720,4178417
47721,4178488
47722,4178492
47723,4178502
47724,4178512
47725,4178639
47726,4178653
47727,4178741
47728,4178767
47729,4178824
47730,4178841
47731,4178948
47732,4179012
47733,4179067
47734,4179081
47735,4179112
47736,4179161
47737,4179191
47738,4179273
47739,4179373
47740,4179465
47741,4179519
47742,4179558
47743,4179736
47744,4179847
47745,4179952
47746,4180000
47747,4180029
47748,4180072
47749,4180088
47750,4180153
47751,4180165
47752,4180183
47753,4180219
47754,4180290
47755,4180432
47756,4180459
47757,4180552
47758,4180593
47759,4180632
47760,4180651
47761,4180681
47762,4180728
47763,4180740
47764,4180762
47765,4180775
47766,4180840
47767,4180856
47768,4180933
47769,4181000
47770,4181101
47771,4181158
47772,4181199
47773,4181265
47774,4181342
47775,4181551
47776,4181555
47777,4181584
47778,4181621
47779,4181626
47780,4181698
47781,4181736
47782,4181814
47783,4181822
47784,4181893
47785,4181943
47786,4182097
47787,4182150
47788,4182229
47789,4182355
47790,4182389
47791,4182444
47792,4182465
47793,4182511
47794,4182571
47795,4182757
47796,4182812
47797,4182823
47798,4182861
47799,4182883
47800,4182938
47801,4182965
47802,4183044
47803,4183072
47804,4183152
47805,4183264
47806,4183389
47807,4183412
47808,4183539
47809,4183565
47810,4183601
47811,4183661
47812,4183665
47813,4183883
47814,4183935
47815,4184010
47816,4184063
47817,4184087
47818,4184434
47819,4184611
47820,4184676
47821,4184687
47822,4184909
47823,4184939
47824,4184940
47825,4184947
47826,4185106
47827,4185286
47828,4185338
47829,4185472
47830,4185547
47831,4185559
47832,4185677
47833,4185711
47834,4185816
47835,4185951
47836,4185986
47837,4186175
47838,4186275
47839,4186368
47840,4186379
47841,4186392
47842,4186489
47843,4186501
47844,4186650
47845,4186705
47846,4186800
47847,4186890
47848,4186930
47849,4187027
47850,4187061
47851,4187070
47852,4187113
47853,4187141
47854,4187152
47855,4187198
47856,4187231
47857,4187360
47858,4187402
47859,4187429
47860,4187521
47861,4187541
47862,4187563
47863,4187743
47864,4187806
47865,4187825
47866,4187835
47867,4187857
47868,4187904
47869,4187947
47870,4188006
47871,4188051
47872,4188080
47873,4188094
47874,4188130
47875,4188177
47876,4188256
47877,4188270
47878,4188428
47879,4188431
47880,4188434
47881,4188514
47882,4188522
47883,4188564
47884,4188615
47885,4188736
47886,4188836
47887,4188863
47888,4188864
47889,4189038
47890,4189039
47891,4189055
47892,4189067
47893,4189068
47894,4189077
47895,4189180
47896,4189200
47897,4189209
47898,4189296
47899,4189488
47900,4189499
47901,4189516
47902,4189537
47903,4189967
47904,4190091
47905,4190118
47906,4190141
47907,4190161
47908,4190195
47909,4190291
47910,4190400
47911,4190447
47912,4190574
47913,4190607
47914,4190625
47915,4190658
47916,4190865
47917,4190900
47918,4190934
47919,4190956
47920,4191172
47921,4191454
47922,4191460
47923,4191481
47924,4191567
47925,4191569
47926,4191593
47927,4191629
47928,4191636
47929,4191640
47930,4191647
47931,4191687
47932,4192456
47933,4192526
47934,4192539
47935,4192540
47936,4192745
47937,4192786
47938,4192801
47939,4192810
47940,4192814
47941,4192846
47942,4192871
47943,4192882
47944,4192905
47945,4192907
47946,4192927
47947,4192937
47948,4192972
47949,4192992
47950,4192998
47951,4193004
47952,4193015
47953,4193038
47954,4193048
47955,4193050
47956,4193062
47957,4193104
47958,4193120
47959,4193148
47960,4193178
47961,4193222
47962,4193249
47963,4193257
47964,4193264
47965,4193277
47966,4193327
47967,4193336
47968,4193354
47969,4193370
47970,4193376
47971,4193417
47972,4193424
47973,4193426
47974,4193440
47975,4193478
47976,4193520
47977,4193555
47978,4193577
47979,4193612
47980,4193628
47981,4193693
47982,4193715
47983,4193743
47984,4193744
47985,4193758
47986,4193787
47987,4193800
47988,4193804
47989,4193828
47990,4193932
47991,4194030
47992,4194122
47993,4194158
47994,4194166
47995,4194194
47996,4194197
47997,4194200
47998,4194207
47999,4194210
48000,4194222
48001,4194239
48002,4194294
48003,4194300
48004,4194304
48005,4194367
48006,4194465
48007,4194490
48008,4194539
48009,4194656
48010,4194695
48011,4194725
48012,4194811
48013,4194859
48014,4194902
48015,4194917
48016,4195050
48017,4195058
48018,4195070
48019,4195085
48020,4195095
48021,4195136
48022,4195176
48023,4195177
48024,4195204
48025,4195229
48026,4195245
48027,4195269
48028,4195283
48029,4195346
48030,4195489
48031,4195539
48032,4195611
48033,4195617
48034,4195638
48035,4195641
48036,4195742
48037,4195813
48038,4195827
48039,4195845
48040,4195876
48041,4195925
48042,4195988
48043,4196047
48044,4196113
48045,4196355
48046,4196478
48047,4196737
48048,4196780
48049,4196795
48050,4196858
48051,4196918
48052,4196921
48053,4196956
48054,4196964
48055,4197027
48056,4197223
48057,4197254
48058,4197284
48059,4197289
48060,4197337
48061,4197399
48062,4197403
48063,4197435
48064,4197450
48065,4197459
48066,4197464
48067,4197474
48068,4197561
48069,4197585
48070,4197615
48071,4197621
48072,4197624
48073,4197627
48074,4197630
48075,4197640
48076,4197642
48077,4197651
48078,4197677
48079,4197762
48080,4197792
48081,4197808
48082,4197813
48083,4197819
48084,4197825
48085,4197832
48086,4197844
48087,4197898
48088,4197913
48089,4197955
48090,4198020
48091,4198022
48092,4198055
48093,4198083
48094,4198117
48095,4198130
48096,4198135
48097,4198162
48098,4198176
48099,4198269
48100,4198275
48101,4198292
48102,4198296
48103,4198306
48104,4198315
48105,4198343
48106,4198346
48107,4198371
48108,4198396
48109,4198436
48110,4198477
48111,4198483
48112,4198500
48113,4198506
48114,4198538
48115,4198585
48116,4198600
48117,4198635
48118,4198649
48119,4198662
48120,4198664
48121,4198683
48122,4198690
48123,4198719
48124,4198738
48125,4198748
48126,4198749
48127,4198772
48128,4198774
48129,4198789
48130,4198790
48131,4198807
48132,4198859
48133,4198888
48134,4198931
48135,4198980
48136,4198988
48137,4199038
48138,4199039
48139,4199055
48140,4199072
48141,4199087
48142,4199088
48143,4199109
48144,4199121
48145,4199131
48146,4199161
48147,4199168
48148,4199169
48149,4199177
48150,4199191
48151,4199199
48152,4199216
48153,4199250
48154,4199275
48155,4199278
48156,4199292
48157,4199293
48158,4199303
48159,4199326
48160,4199328
48161,4199356
48162,4199368
48163,4199372
48164,4199379
48165,4199389
48166,4199406
48167,4199416
48168,4199439
48169,4199463
48170,4199507
48171,4199517
48172,4199549
48173,4199552
48174,4199557
48175,4199565
48176,4199592
48177,4199623
48178,4199636
48179,4199637
48180,4199672
48181,4199687
48182,4199694
48183,4199710
48184,4199740
48185,4199765
48186,4199772
48187,4199783
48188,4199984
48189,4200147
48190,4200246
48191,4200260
48192,4200278
48193,4200304
48194,4200323
48195,4200330
48196,4200411
48197,4200431
48198,4200487
48199,4200550
48200,4200557
48201,4200560
48202,4200648
48203,4200725
48204,4200727
48205,4200803
48206,4200810
48207,4200829
48208,4200862
48209,4200928
48210,4200940
48211,4200946
48212,4201049
48213,4201127
48214,4201132
48215,4201139
48216,4201195
48217,4201278
48218,4201279
48219,4201335
48220,4201344
48221,4201350
48222,4201361
48223,4201373
48224,4201469
48225,4201479
48226,4201585
48227,4201598
48228,4201607
48229,4201623
48230,4201635
48231,4201668
48232,4201683
48233,4201688
48234,4201695
48235,4201709
48236,4201784
48237,4201805
48238,4201855
48239,4201870
48240,4201917
48241,4201952
48242,4202057
48243,4202096
48244,4202184
48245,4202365
48246,4202380
48247,4202381
48248,4202469
48249,4202495
48250,4202515
48251,4202516
48252,4202528
48253,4202563
48254,4202576
48255,4202590
48256,4202659
48257,4202681
48258,4202699
48259,4202705
48260,4202717
48261,4202785
48262,4202823
48263,4202841
48264,4202866
48265,4202897
48266,4202909
48267,4202937
48268,4202945
48269,4202961
48270,4202971
48271,4203009
48272,4203035
48273,4203246
48274,4203265
48275,4203298
48276,4203334
48277,4203342
48278,4203397
48279,4204196
48280,4204330
48281,4204358
48282,4204361
48283,4204365
48284,4204368
48285,4204378
48286,4204382
48287,4204386
48288,4204463
48289,4204630
48290,4204661
48291,4204692
48292,4204717
48293,4204732
48294,4204959
48295,4205008
48296,4205176
48297,4205300
48298,4205339
48299,4205518
48300,4205546
48301,4205554
48302,4205597
48303,4205640
48304,4205645
48305,4205676
48306,4205741
48307,4205817
48308,4205834
48309,4205838
48310,4205841
48311,4207660
48312,4207763
48313,4207897
48314,4207952
48315,4208710
48316,4208737
48317,4210368
48318,4211209
48319,4211266
48320,4211648
48321,4212419
48322,4212424
48323,4212820
48324,4213288
48325,4213633
48326,4214002
48327,4214018
48328,4215340
48329,4215374
48330,4215404
48331,4215857
48332,4216033
48333,4216670
48334,4217191
48335,4217210
48336,4217341
48337,4217430
48338,4217662
48339,4218280
48340,4218424
48341,4218530
48342,4219037
48343,4219101
48344,4219102
48345,4219134
48346,4219232
48347,4219757
48348,4220178
48349,4220494
48350,4221673
48351,4221994
48352,4223619
48353,4226142
48354,4226232
48355,4226240
48356,4226307
48357,4227075
48358,4227409
48359,4227596
48360,4228547
48361,4229578
48362,4230725
48363,4230944
48364,4231506
48365,4231569
48366,4231585
48367,4232205
48368,4232209
48369,4233389
48370,4234292
48371,4234564
48372,4235404
48373,4238731
48374,4238974
48375,4239040
48376,4239495
48377,4239512
48378,4239954
48379,4239999
48380,4241068
48381,4241144
48382,4241450
48383,4242063
48384,4243007
48385,4243080
48386,4244471
48387,4245067
48388,4245384
48389,4245883
48390,4246723
48391,4247089
48392,4248326
48393,4248713
48394,4248941
48395,4249380
48396,4249549
48397,4249561
48398,4249608
48399,4249732
48400,4250130
48401,4250141
48402,4250314
48403,4250526
48404,4250834
48405,4251776
48406,4251882
48407,4252828
48408,4252835
48409,4252927
48410,4253548
48411,4253679
48412,4253788
48413,4253866
48414,4255704
48415,4255800
48416,4255917
48417,4256028
48418,4256045
48419,4256050
48420,4256141
48421,4256156
48422,4256232
48423,4256278
48424,4256516
48425,4256659
48426,4256698
48427,4256822
48428,4256871
48429,4256894
48430,4257079
48431,4257133
48432,4257138
48433,4257299
48434,4257346
48435,4257400
48436,4257449
48437,4257617
48438,4257635
48439,4257789
48440,4257831
48441,4257845
48442,4257847
48443,4257865
48444,4257917
48445,4257984
48446,4257985
48447,4258013
48448,4258019
48449,4258086
48450,4258137
48451,4258150
48452,4258239
48453,4258273
48454,4258282
48455,4258508
48456,4258670
48457,4258688
48458,4258734
48459,4258922
48460,4259206
48461,4259215
48462,4259320
48463,4259337
48464,4259349
48465,4259350
48466,4259360
48467,4259449
48468,4259460
48469,4259602
48470,4259658
48471,4259674
48472,4259697
48473,4259702
48474,4259705
48475,4259716
48476,4259732
48477,4259767
48478,4259769
48479,4259772
48480,4259807
48481,4259814
48482,4259815
48483,4259837
48484,4259863
48485,4259871
48486,4259892
48487,4259928
48488,4259947
48489,4259969
48490,4259979
48491,4259991
48492,4260042
48493,4260115
48494,4260122
48495,4260147
48496,4260169
48497,4260171
48498,4260177
48499,4260180
48500,4260200
48501,4260231
48502,4260264
48503,4260267
48504,4260271
48505,4260272
48506,4260291
48507,4260413
48508,4260417
48509,4260447
48510,4260456
48511,4260473
48512,4260481
48513,4260508
48514,4260527
48515,4260569
48516,4260572
48517,4260586
48518,4260623
48519,4260629
48520,4260639
48521,4260641
48522,4260644
48523,4260674
48524,4260702
48525,4260711
48526,4260752
48527,4260754
48528,4260766
48529,4260812
48530,4260823
48531,4260834
48532,4260835
48533,4260849
48534,4260876
48535,4260952
48536,4261045
48537,4261113
48538,4261114
48539,4261116
48540,4261120
48541,4261138
48542,4261170
48543,4261178
48544,4261183
48545,4261201
48546,4261267
48547,4261287
48548,4261333
48549,4261376
48550,4261391
48551,4261405
48552,4261412
48553,4261454
48554,4261471
48555,4261472
48556,4261486
48557,4261526
48558,4261539
48559,4261554
48560,4261567
48561,4261595
48562,4261610
48563,4261619
48564,4261623
48565,4261657
48566,4261683
48567,4261737
48568,4261757
48569,4261796
48570,4261864
48571,4261906
48572,4261911
48573,4261940
48574,4261959
48575,4262033
48576,4267463
48577,4270126
48578,4270292
48579,4270425
48580,4270535
48581,4271177
48582,4271745
48583,4889932
48584,4924659
48585,4925324
48586,4925376
48587,4925448
48588,4925518
