classid,species,species name
8745529,43263,Koenigia rumicifolia T.M.Schust. & Reveal (Royle ex Bab.)
9193069,43264,Koenigia sericea  (Pall.)
8823017,43265,Koenigia tortuosa T.M.Schust. & Reveal (D.Don)
9127895,43266,Koenigia tripterocarpa T.M.Schust. & Reveal (A.Gray)
8811572,43267,Koenigia weyrichii T.M.Schust. & Reveal (F.Schmidt)
3662932,43268,Kogelbergia phylicoides Rourke (A.DC.)
3662924,43269,Kogelbergia verticillata Rourke (Eckl. & Zeyh.)
2910169,43270,Kohautia amatymbica Eckl. & Zeyh.
2910098,43271,Kohautia caespitosa Schnizl.
2910015,43272,Kohautia cynanchica DC.
2910160,43273,Kohautia grandiflora DC.
2910064,43274,Kohautia socotrana Bremek.
2910067,43275,Kohautia subverticillata Mantell (K.Schum.)
5589557,43276,Kohleria affinis Roalson & Boggan (Fritsch)
5589549,43277,Kohleria allenii Standl. & L.O.Williams
6365221,43278,Kohleria amabilis Fritsch (Planch. & Linden)
5589270,43279,Kohleria grandiflora L.P.Kvist & L.E.Skog
6365157,43280,Kohleria hirsuta Regel (Kunth)
8126476,43281,Kohleria hondensis Regel
6365150,43282,Kohleria inaequalis Wiehler (Benth.)
6365088,43283,Kohleria peruviana Fritsch
5588768,43284,Kohleria rugata L.P.Kvist & L.E.Skog (Scheidw.)
6365052,43285,Kohleria spicata Oerst. (Kunth)
5592197,43286,Kohleria tigridia Roalson & Boggan (Ohlend.)
5592186,43287,Kohleria trianae Hanst. (Regel)
5592178,43288,Kohleria tubiflora Hanst. (Cav.)
6365905,43289,Kohleria villosa Wiehler (Fritsch)
5592126,43290,Kohleria warszewiczii Hanst. (Regel)
5406802,43291,Kokia drynarioides Lewton (Seem.)
2888706,43292,Kolkwitzia amabilis Graebn.
2952891,43293,Koompassia excelsa Taub. (Becc.)
5536025,43294,Kopsia fruticosa A.DC. (Ker Gawl.)
7317012,43295,Kopsia pauciflora Hook.fil.
5535896,43296,Kopsia singapurensis Ridl.
3739569,43297,Kopsiopsis hookeri Govaerts (Walp.)
2889856,43298,Korthalsella complanata Engl. (Tiegh.)
7295730,43299,Korthalsella japonica Engl. (Thunb.)
2889854,43300,Korthalsella latissima Danser (Tiegh.)
4069144,43301,Korthalsella lindsayi Engl. (Oliv.)
2889858,43302,Korthalsella remyana Tiegh.
4068998,43303,Korthalsella salicornioides Tiegh.
2736670,43304,Korthalsia echinometra Becc.
2736649,43305,Korthalsia zippelii Blume
3152480,43306,"Kosteletzkya depressa O.J.Blanch., Fryxell & D.M.Bates (L.)"
3939391,43307,Kosteletzkya diplocrater Hochr. (Hochr.)
4939647,43308,Kosteletzkya pentacarpos Ledeb. (L.)
3939160,43309,Kosteletzkya tubiflora O.J.Blanch. & Mc Vaugh (DC.)
3939154,43310,Kosteletzkya velutina Garcke
2948996,43311,Kotschya africana Endl.
2948960,43312,Kotschya perrieri Verdc. (R.Vig.)
2949015,43313,Kotschya strigosa Dewit & P.A.Duvign. (Benth.)
2948979,43314,Kotschya strobilantha Dewit & P.A.Duvign. (Welw. ex Baker)
4215374,43315,Kovalevskiella rosea Kamelin (Popov & Vved.)
3631524,43316,Kozlovia longiloba Spalik & S.R.Downie (Kar. & Kir.)
5687598,43317,Krameria argentea Mart. ex Spreng.
5687632,43318,Krameria cistoidea Hook. & Arn.
5687603,43319,Krameria cytisoides Cav.
5421448,43320,Krameria erecta Willd. ex Schult.
5687634,43321,Krameria grandiflora A.St.-Hil.
5421459,43322,Krameria grayi Rose & Painter
5421454,43323,Krameria lanceolata Torr.
5687593,43324,Krameria lappacea H.M.Burdet & B.B.Simpson (Dombey)
7792405,43325,Krameria pauciflora Moc. & Sessé ex DC.
5687589,43326,Krameria paucifolia Rose (Rose)
5421457,43327,Krameria ramosissima S.Watson (A.Gray)
5687599,43328,Krameria revoluta O.Berg
5421455,43329,Krameria secundiflora DC.
7309948,43330,Krameria tomentosa A.St.-Hil.
3921743,43331,Krapfia macropetala M.Tamura (DC.)
3921697,43332,Krapfia ranunculina DC.
3939073,43333,Krapovickasia flavescens Fryxell (Cav.)
3939063,43334,Krapovickasia macrodon Fryxell (DC.)
3083570,43335,Krascheninnikovia ceratoides Gueldenst. (L.)
5336171,43336,Kraussia floribunda Harv.
3132402,43337,Krigia biflora S.F.Blake (Walter)
3132422,43338,Krigia cespitosa K.L.Chambers (Raf.)
3132416,43339,Krigia dandelion Nutt. (L.)
3132398,43340,Krigia montana Nutt. (Michx.)
3132395,43341,Krigia occidentalis Nutt.
3132412,43342,Krigia virginica Willd. (L.)
3132393,43343,Krigia wrightii K.L.Chambers ex K.J.Kim (A.Gray)
3039518,43344,Krugiodendron ferreum Urb. (Vahl)
3778049,43345,Kudoacanthus albonervosus Hosok.
2808888,43346,Kuhlhasseltia yakushimensis Ormerod (Yamam.)
9468189,43347,Kumara haemanthifolia Boatwr. & J.C.Manning (Marloth & A.Berger)
9611708,43348,Kumara plicatilis G.D.Rowley (L.)
3033224,43349,Kumlienia hystricula Greene (A.Gray)
5352522,43350,Kummerowia stipulacea Makino (Maxim.)
5352523,43351,Kummerowia striata Schindl. (Thunb.)
3631370,43352,Kundmannia sicula DC. (L.)
2740339,43353,Kuntheria pedunculata Conran & Clifford (F.Muell.)
5420044,43354,Kunzea ambigua Druce (Sm.)
5420026,43355,Kunzea baxteri Schauer (Klotzsch)
5420030,43356,Kunzea bracteolata Maiden & Betche
5420032,43357,Kunzea cambagei Maiden & Betche
5420011,43358,Kunzea capitata Heynh. (Sm.)
5420034,43359,Kunzea ciliata Toelken
5419987,43360,Kunzea ericifolia Heynh. (Sm.)
5419997,43361,Kunzea ericoides J.Thomps. (A.Rich.)
5420028,43362,Kunzea flavescens C.T.White & Francis
5420007,43363,Kunzea glabrescens Toelken
5420033,43364,Kunzea jucunda Diels & E.Pritz.
5419971,43365,Kunzea micrantha Schauer
5419985,43366,Kunzea muelleri Benth.
5420048,43367,Kunzea opposita F.Muell.
5420052,43368,Kunzea parvifolia Schauer
5420023,43369,Kunzea pomifera F.Muell.
5419981,43370,Kunzea preissiana Schauer
5419992,43371,Kunzea pulchella A.S.George (Lindl.)
5420041,43372,Kunzea recurva Schauer
5419977,43373,Kunzea sinclairii W.Harris (Kirk)
5420037,43374,Kunzea sulphurea Tovey & P.Morris
9236685,43375,"Kuruna densifolia Attigala, Kaththr. & L.G.Clark (Munro)"
3895364,43376,Kurzamra pulchella Kuntze (Clos)
2893778,43377,Kutchubaea insignis Fisch. ex DC.
3845412,43378,Kutchubaea surinamensis C.H.Perss. (Bremek.)
7279431,43379,Kydia calycina Roxb.
3142112,43380,Kyhosia bolanderi B.G.Baldwin (A.Gray)
3089235,43381,Kyrsteniopsis iltisii B.L.Turner (R.M.King & H.Rob.)
2975921,43382,Labichea buettneriana F.Muell.
2975915,43383,Labichea lanceolata Benth.
2975913,43384,Labichea rupestris Benth.
7330960,43385,Labisia pumila Fern.-Vill. (Blume)
2952236,43386,Lablab purpureus Sweet (L.)
2886248,43387,Labourdonnaisia calophylloides Bojer
2886321,43388,Labramia bojeri A.DC.
11374176,43389,Laburnocytisus adami Trel. (Poit.)
5356343,43390,Laburnum alpinum Bercht. & J.Presl (Mill.)
5356345,43391,Laburnum anagyroides Medik.
5356351,43392,Laburnum watereri Dippel (A.C.Rosenthal & Bermann)
5308684,43393,Lacaena bicolor Lindl.
2861430,43394,Lacandonia schismatica E.Martínez & Ramos
7276720,43395,Laccopetalum giganteum Ulbr. (Wedd.)
2738429,43396,Laccospadix australasicus H.Wendl. & Drude
2736071,43397,Laccosperma secundiflorum Kuntze (P.Beauv.)
2775273,43398,Lachenalia alba W.F.Barker ex G.D.Duncan
2775373,43399,Lachenalia algoensis Schönland
2775351,43400,Lachenalia aloides Engl. (L.f.)
2775222,43401,Lachenalia ameliae W.F.Barker
2775238,43402,Lachenalia anguinea Sweet
2775200,43403,Lachenalia arbuthnotiae W.F.Barker
2775248,43404,Lachenalia attenuata W.F.Barker ex G.D.Duncan
2775327,43405,Lachenalia aurioliae G.D.Duncan
2775240,43406,Lachenalia bachmannii Baker
2775237,43407,"Lachenalia barkeriana U.Müll.-Doblies, B.Nord. & D.Müll.-Doblies"
2775252,43408,Lachenalia bolusii W.F.Barker
2775328,43409,Lachenalia bowkeri Baker
2775389,43410,Lachenalia buchubergensis Dinter
2775410,43411,Lachenalia bulbifera Engl. (Cirillo)
2775298,43412,Lachenalia campanulata Baker
2775282,43413,Lachenalia capensis W.F.Barker
2775267,43414,Lachenalia carnosa Baker
2775427,43415,Lachenalia cernua G.D.Duncan
2775206,43416,Lachenalia comptonii W.F.Barker
2775293,43417,Lachenalia congesta W.F.Barker
2775311,43418,Lachenalia contaminata Aiton
2775304,43419,Lachenalia corymbosa J.C.Manning & Goldblatt (L.)
2775269,43420,Lachenalia doleritica G.D.Duncan
2775163,43421,Lachenalia elegans W.F.Barker
2775207,43422,Lachenalia ensifolia J.C.Manning & Goldblatt (Thunb.)
2775234,43423,Lachenalia fistulosa Baker
2775295,43424,Lachenalia framesii W.F.Barker
2775236,43425,Lachenalia giessii W.F.Barker
2775426,43426,Lachenalia haarlemensis Fourc.
2775202,43427,Lachenalia hirta Thunb. (Thunb.)
2775246,43428,Lachenalia inconspicua G.D.Duncan
2775288,43429,Lachenalia isopetala Jacq.
2775301,43430,Lachenalia juncifolia Baker
2775326,43431,Lachenalia klinghardtiana Dinter
2775250,43432,Lachenalia latimerae W.F.Barker
2775407,43433,Lachenalia liliiflora Jacq.
2775175,43434,Lachenalia longibracteata E.Phillips
2775177,43435,Lachenalia longituba J.C.Manning & Goldblatt (A.M.van der Merwe)
2775406,43436,Lachenalia lutea G.D.Duncan
2775402,43437,Lachenalia lutzeyeri G.D.Duncan
2775297,43438,Lachenalia margaretae W.F.Barker
2775417,43439,Lachenalia marginata W.F.Barker
2775168,43440,Lachenalia mathewsii W.F.Barker
2775199,43441,Lachenalia maximiliani Schltr. ex W.F.Barker
2775241,43442,Lachenalia mediana Jacq.
2775320,43443,Lachenalia minima W.F.Barker
2775223,43444,Lachenalia moniliformis W.F.Barker
2775256,43445,Lachenalia montana Schltr. ex W.F.Barker
2775272,43446,Lachenalia multifolia W.F.Barker
2775296,43447,Lachenalia namaquensis W.F.Barker
2775396,43448,Lachenalia nardousbergensis G.D.Duncan
2775232,43449,Lachenalia neilii W.F.Barker ex G.D.Duncan
2775421,43450,Lachenalia nervosa Ker Gawl.
2775420,43451,Lachenalia obscura Schltr. ex G.D.Duncan
2775180,43452,Lachenalia orchioides Aiton (L.)
2775224,43453,Lachenalia orthopetala Jacq.
2775257,43454,Lachenalia pallida Aiton
2775374,43455,Lachenalia patula Jacq.
2775169,43456,Lachenalia paucifolia J.C.Manning & Goldblatt (W.F.Barker)
2775337,43457,Lachenalia peersii Marloth ex W.F.Barker
2775319,43458,Lachenalia perryae G.D.Duncan
2775409,43459,Lachenalia polyphylla Baker
2775274,43460,Lachenalia polypodantha Schltr. ex W.F.Barker
2775284,43461,Lachenalia punctata Jacq.
2775330,43462,Lachenalia purpureocaerulea Jacq.
2775335,43463,Lachenalia pusilla Jacq.
2773807,43464,Lachenalia reflexa Thunb.
2775219,43465,Lachenalia rosea Andrews
2775405,43466,Lachenalia salteri W.F.Barker
2775251,43467,Lachenalia sargeantii W.F.Barker
2775249,43468,Lachenalia schelpei W.F.Barker
2775184,43469,Lachenalia sessiliflora Andrews
2775349,43470,Lachenalia splendida Diels
2775387,43471,Lachenalia stayneri W.F.Barker
2775391,43472,Lachenalia thomasiae W.F.Barker ex G.D.Duncan
2775270,43473,Lachenalia trichophylla Baker
2775324,43474,Lachenalia undulata Masson ex Baker
2775378,43475,Lachenalia unifolia Jacq.
2775266,43476,Lachenalia valeriae G.D.Duncan
2775404,43477,Lachenalia variegata W.F.Barker
2775276,43478,Lachenalia ventricosa Schltr. ex W.F.Barker
2775277,43479,Lachenalia violacea Jacq.
2775230,43480,Lachenalia viridiflora W.F.Barker
2775275,43481,Lachenalia whitehillensis W.F.Barker
2775377,43482,Lachenalia xerophila Schltr. ex G.D.Duncan
2775325,43483,Lachenalia youngii Baker
2775254,43484,Lachenalia zebrina W.F.Barker
2775348,43485,Lachenalia zeyheri Baker
10103522,43486,"Lachesiodendron viridiflorum P.G.Ribeiro, L.P.Queiroz & Luckow (Kunth)"
5523329,43487,Lachnaea alpina Meisn.
5523318,43488,Lachnaea aurea Eckl. & Zeyh. ex Meisn.
5523313,43489,Lachnaea axillaris Meisn.
5523307,43490,Lachnaea burchellii Meisn.
5523297,43491,Lachnaea capitata Crantz (L.)
5523275,43492,Lachnaea densiflora Meisn.
5523270,43493,Lachnaea diosmoides Meisn.
5523254,43494,Lachnaea elsieae Beyers
5523396,43495,Lachnaea ericoides Meisn.
5523249,43496,Lachnaea eriocephala L.
7872804,43497,Lachnaea filamentosa Meisn. (Thunb.)
5523237,43498,Lachnaea filicaulis Beyers (Meisn.)
7311273,43499,Lachnaea globulifera Meisn.
5523208,43500,Lachnaea gracilis Meisn.
5523203,43501,Lachnaea grandiflora Baill. (L.fil.)
5523198,43502,Lachnaea greytonensis Beyers
5523182,43503,Lachnaea laniflora Bond (C.H.Wright)
5523177,43504,Lachnaea laxa Beyers (C.H.Wright)
5523168,43505,Lachnaea macrantha Meisn.
5523163,43506,Lachnaea marlothii Schltr.
5523155,43507,Lachnaea montana Beyers
7816169,43508,Lachnaea naviculifolia Compton
5523144,43509,Lachnaea oliverorum Beyers
5524842,43510,Lachnaea penicillata Meisn.
5524832,43511,Lachnaea pomposa Beyers
5524829,43512,Lachnaea pudens Beyers
5524820,43513,Lachnaea pusilla Beyers
5524810,43514,Lachnaea ruscifolia Compton
5524800,43515,Lachnaea sociorum Beyers
7950910,43516,Lachnaea uniflora Crantz (L.)
4136150,43517,Lachnagrostis aemula Trin. (R.Br.)
4136060,43518,Lachnagrostis billardierei Trin. (R.Br.)
4135963,43519,Lachnagrostis filiformis Trin. (G.Forst.)
4135892,43520,Lachnagrostis lachnantha Rúgolo & A.M.Molina (Nees)
4135870,43521,Lachnagrostis leptostachys Zotov (Hook.f.)
4135822,43522,Lachnagrostis lyallii Zotov (Hook.f.)
4135540,43523,Lachnagrostis striata Zotov (Colenso)
2765922,43524,Lachnanthes caroliniana Dandy (Lam.)
3046689,43525,Lachnocapsa spathulata Balf.f.
5286643,43526,Lachnocaulon anceps Morong (Walter)
5286649,43527,Lachnocaulon beyrichianum Sporl. ex Körn.
5286641,43528,Lachnocaulon digynum Körn.
5286637,43529,Lachnocaulon engleri Ruhland
5286650,43530,Lachnocaulon minus Small (Chapm.)
3047248,43531,Lachnoloma lehmannii Bunge
3139738,43532,Lachnophyllum noeanum Boiss.
3122066,43533,Lachnospermum fasciculatum Baill. (Thunb.)
3122073,43534,Lachnospermum imbricatum Hilliard (P.J.Bergius)
3122072,43535,Lachnospermum umbellatum Pillans (L.fil.)
3895301,43536,Lachnostachys albicans Hook.
7307808,43537,Lachnostachys coolgardiensis S.Moore
3898909,43538,Lachnostachys eriobotrya Druce (F.Muell.)
7308283,43539,Lachnostachys verbascifolia F.Muell.
8000311,43540,Lachnostoma hastulatum A.Gray
3081409,43541,Lachnostylis bilocularis R.A.Dyer
3081402,43542,Lachnostylis hirta Müll.Arg. (L.f.)
7767242,43543,Lacistema aggregatum Fawc. & Rendle
3075382,43544,Lacistema grandifolium Schnizl.
3075426,43545,Lacistema hasslerianum Chodat
2956520,43546,"Lackeya multiflora Fortunato, L.P.Queiroz & G.P.Lewis (Torr. & A.Gray)"
7316990,43547,Lacmellea aculeata Monach. (Ducke)
3617831,43548,Lacmellea panamensis Markgr. (Woodson)
8405054,43549,Lacomucinaea lineata Nickrent & M.A.García (L.fil.)
4195611,43550,Lactoris fernandeziana Phil.
3140350,43551,Lactuca acanthifolia Boiss. (Willd.)
3140323,43552,Lactuca aculeata Boiss. & Kotschy ex Boiss.
3140567,43553,Lactuca alpestris Rech.fil. (Gand.)
3140515,43554,Lactuca biennis Fernald (Moench)
3140315,43555,Lactuca canadensis L.
8416315,43556,Lactuca crambifolia B.Fedtsch. (Bunge)
3140423,43557,Lactuca floridana Gaertn. (L.)
3089122,43558,Lactuca formosana Maxim.
3140577,43559,Lactuca graminifolia Michx.
7521930,43560,Lactuca hirsuta Muhl. ex Nutt.
3140556,43561,Lactuca hispida DC.
3140510,43562,Lactuca indica L.
3140472,43563,Lactuca inermis Forssk.
4211648,43564,Lactuca longidentata Moris ex DC.
3140324,43565,Lactuca ludoviciana Riddell (Nutt.)
3140436,43566,Lactuca macrophylla A.Gray (Willd.)
3140520,43567,Lactuca mira Pavlov
3140320,43568,Lactuca muralis Gaertn. (L.)
3140453,43569,Lactuca orientalis Boiss. (Boiss.)
3140572,43570,Lactuca palmensis Bolle
3140574,43571,Lactuca perennis L.
3140260,43572,Lactuca plumieri Gren. & Godr. (L.)
3140256,43573,Lactuca prenanthoides  (M.Bieb.)
3140410,43574,Lactuca quercina L.
3140370,43575,Lactuca racemosa Willd.
3140431,43576,Lactuca raddeana Maxim.
3140467,43577,Lactuca saligna L.
7403263,43578,Lactuca sativa L.
3140490,43579,Lactuca serriola L.
3140552,43580,Lactuca sibirica Maxim. (L.)
3150536,43581,Lactuca soongarica Regel
9123250,43582,Lactuca tatarica C.A.Mey. (L.)
3140457,43583,Lactuca tenerrima Pourr.
3140548,43584,Lactuca triangulata Maxim.
8081558,43585,Lactuca tuberosa Jacq.
3140508,43586,Lactuca undulata Ledeb.
8625614,43587,Lactuca viminea J.Presl & C.Presl (L.)
4210368,43588,Lactuca watsoniana Trel.
8011502,43589,Ladakiella klimesii D.A.German & Al-Shehbaz (Al-Shehbaz)
7851237,43590,Ladeania juncea Reveal & A.N.Egan (Eastw.)
4926617,43591,Ladeania lanceolata Reveal & A.N.Egan (Pursh)
2908702,43592,Ladenbergia macrocarpa Klotzsch (Vahl)
2908664,43593,Ladenbergia muzonensis Standl. (Goudot)
2908758,43594,Ladenbergia oblongifolia L.Andersson (Humb. ex Mutis)
5314561,43595,Laelia albida Bateman ex Lindl.
5314529,43596,Laelia anceps Lindl.
5314515,43597,Laelia aurea A.V.Navarro
5314551,43598,Laelia autumnalis Lindl. (Lex.)
5314566,43599,Laelia crawshayana Rchb.f.
5314573,43600,Laelia eyermaniana Rchb.f.
5314517,43601,Laelia furfuracea Lindl.
5314508,43602,Laelia gouldiana Rchb.f.
5314509,43603,Laelia marginata L.O.Williams (Lindl.)
5314519,43604,Laelia rubescens Lindl.
5314544,43605,Laelia speciosa Schltr. (Kunth)
5314550,43606,Laelia splendida L.O.Williams (Schltr.)
5314510,43607,Laelia superbiens Lindl.
3111872,43608,Laennecia confusa G.L.Nesom (Cronquist)
3111858,43609,Laennecia coulteri G.L.Nesom (A.Gray)
3126133,43610,Laennecia filaginoides DC.
3126149,43611,Laennecia gnaphalioides Cass. (Kunth)
3111851,43612,Laennecia microglossa G.L.Nesom (S.F.Blake)
3111846,43613,Laennecia schiedeana G.L.Nesom (Less.)
3126178,43614,Laennecia sophiifolia G.L.Nesom (Kunth)
3989776,43615,Lafoensia acuminata DC. (Ruiz & Pav.)
3989710,43616,Lafoensia glyptocarpa Koehne
7469490,43617,Lafoensia pacari A.St.-Hil.
3989500,43618,Lafoensia punicifolia Bertero ex DC.
3989399,43619,Lafoensia vandelliana Cham. & Schltdl.
3739515,43620,Lafuentea rotundifolia Lag.
2865557,43621,Lagarosiphon cordofanus Casp.
2865556,43622,Lagarosiphon ilicifolius Oberm.
2865565,43623,Lagarosiphon major Moss (Ridl.)
2865550,43624,Lagarosiphon muscoides Harv.
2687707,43625,Lagarostrobos franklinii Quinn (Hook.f.)
3132781,43626,Lagascea angustifolia DC.
3132771,43627,Lagascea aurea Stuessy
3132772,43628,Lagascea decipiens Hemsl.
3132784,43629,Lagascea heteropappus Hemsl.
3132776,43630,Lagascea mollis Cav.
3132787,43631,Lagascea rigida Stuessy (Cav.)
2870421,43632,Lagenandra meeboldii C.E.C.Fisch. (Engl.)
2870438,43633,Lagenandra ovata Thwaites (L.)
2870433,43634,Lagenandra toxicaria Dalzell
2874672,43635,Lagenaria siceraria Standl. (Molina)
3623251,43636,Lagenaria sphaerica E.Mey. (Sond.)
5292935,43637,Lagenocarpus sabanensis Gilly
3142138,43638,Lagenophora barkeri Kirk
3142129,43639,Lagenophora cuneata Petrie
3142121,43640,Lagenophora huegelii Benth.
3142134,43641,Lagenophora lanata A.Cunn.
3142122,43642,Lagenophora mikadoi Koidz. ex Kitam. (Koidz.)
3142156,43643,Lagenophora petiolata Hook.fil.
3142120,43644,Lagenophora pinnatifida Hook.fil.
3142150,43645,Lagenophora pumila Cheeseman (G.Forst.)
3142124,43646,Lagenophora stipitata Druce (Labill.)
3142149,43647,Lagenophora strangulata Colenso
3988950,43648,Lagerstroemia floribunda Jack
3188725,43649,Lagerstroemia indica L.
7467795,43650,Lagerstroemia microcarpa Wight
3988512,43651,Lagerstroemia parviflora Roxb.
3188724,43652,Lagerstroemia speciosa Pers. (L.)
7286036,43653,Lagerstroemia subcostata Koehne
3988234,43654,Lagerstroemia tomentosa C.Presl
3188465,43655,Lagetta lagetto Nash (Sw.)
3098694,43656,Laggera crispata Hepper & J.R.I.Wood (Vahl)
3098715,43657,Laggera decurrens Hepper & J.R.I.Wood (Vahl)
5608376,43658,Lagochilus bungei Benth.
7308219,43659,Lagochilus ilicifolius Bunge ex Benth.
5608307,43660,Lagochilus knorringianus Pavlov
7308206,43661,Lagochilus platyacanthus Rupr.
5608257,43662,Lagochilus platycalyx Schrenk ex Fisch. & C.A.Mey.
7308200,43663,Lagochilus seravschanicus Knorring
8419745,43664,Lagoecia cuminoides L.
3115733,43665,Lagophylla glandulosa A.Gray
3115737,43666,Lagophylla minor D.D.Keck (D.D.Keck)
3115735,43667,Lagophylla ramosissima Nutt.
5608208,43668,Lagopsis darwiniana Pjak
5608204,43669,Lagopsis eriostachya Ikonn.-Gal. (Benth.)
5608196,43670,Lagopsis marrubiastrum Ikonn.-Gal. (Stephan)
5609121,43671,Lagopsis supina Ikonn.-Gal. (Stephan ex Willd.)
7393516,43672,Lagotis brachystachya Maxim.
7707612,43673,Lagotis brevituba Maxim.
7482228,43674,Lagotis crassifolia Prain
7623878,43675,Lagotis decumbens Rupr.
5938803,43676,Lagotis glauca Gaertn.
7936935,43677,Lagotis integra W.W.Sm.
7827110,43678,Lagotis integrifolia Schischk. ex Vikulova (Willd.)
7699692,43679,Lagotis ramalana Batalin
7693029,43680,Lagotis uralensis Schischk.
3152797,43681,Lagunaria patersonii G.Don (R.Br.)
3189382,43682,Laguncularia racemosa C.F.Gaertn. (L.)
5290177,43683,Lagurus ovatus L.
7308185,43684,Lallemantia canescens Fisch. & C.A.Mey. (L.)
5341502,43685,Lallemantia peltata Fisch. & C.A.Mey. (L.)
5608176,43686,Lallemantia royleana Benth. (Benth.)
3613895,43687,Lamanonia ternata Vell.
5289762,43688,Lamarckia aurea Moench (L.)
2926683,43689,Lamium album L.
2926679,43690,Lamium amplexicaule L.
7308131,43691,Lamium bifidum Cirillo
8247832,43692,Lamium caucasicum Grossh.
2926681,43693,Lamium confertum Fr.
3893634,43694,Lamium coutinhoi J.G.García
7308076,43695,Lamium eriocephalum Benth.
3893490,43696,Lamium flexuosum Ten.
2927324,43697,Lamium galeobdolon L. (L.)
7308042,43698,Lamium garganicum L.
3893290,43699,Lamium glaberrimum Taliev (K.Koch)
3893181,43700,Lamium holsaticum Prahl
2926684,43701,Lamium maculatum L. (L.)
7307989,43702,Lamium moschatum Mill.
7771173,43703,Lamium orientale E.H.L.Krause (Fisch. & C.A.Mey.)
3892732,43704,Lamium orvala L.
2926682,43705,Lamium purpureum L.
7307933,43706,Lamium tomentosum Willd.
7520031,43707,Lamourouxia brachyantha Greenm.
7551370,43708,Lamourouxia dasyantha W.R.Ernst (Cham. & Schltdl.)
7840690,43709,Lamourouxia gutierrezii Oerst.
7637284,43710,Lamourouxia lanceolata Benth.
8101577,43711,Lamourouxia longiflora Benth.
8350175,43712,Lamourouxia macrantha M.Martens & Galeotti
7513186,43713,Lamourouxia multifida Kunth
7710438,43714,Lamourouxia nelsonii Rob. & Greenm.
7714230,43715,Lamourouxia rhinanthifolia Kunth
7784013,43716,Lamourouxia sylvatica Kunth
7829956,43717,Lamourouxia virgata Kunth
7596164,43718,Lamourouxia viscosa Kunth
8217978,43719,Lamourouxia xalapensis Kunth
4086658,43720,Lampayo castellani Moldenke
4086602,43721,Lampayo officinalis F.Phil. ex Murillo
3706371,43722,Lampranthus aduncus N.E.Br. (Haw.)
3706356,43723,Lampranthus affinis L.Bolus
3706333,43724,Lampranthus algoensis L.Bolus
3706311,43725,Lampranthus amabilis L.Bolus
3706302,43726,Lampranthus amoenus N.E.Br. (Salm-Dyck)
3706221,43727,Lampranthus aureus N.E.Br. (L.)
7941647,43728,Lampranthus bicolor N.E.Br. (L.)
3706176,43729,Lampranthus blandus Schwantes (Haw.)
3706103,43730,Lampranthus caudatus L.Bolus
3706088,43731,Lampranthus ceriseus L.Bolus (L.Bolus)
3084855,43732,Lampranthus coccineus N.E.Br. (Haw.)
7917465,43733,Lampranthus coralliflora N.E.Br. (Salm-Dyck)
3705997,43734,Lampranthus debilis N.E.Br. (Haw.)
3705966,43735,Lampranthus densifolius L.Bolus (L.Bolus)
3705945,43736,Lampranthus diffusus N.E.Br. (L.Bolus)
3705936,43737,Lampranthus dilutus N.E.Br.
3705914,43738,Lampranthus diutinus N.E.Br. (L.Bolus)
3705907,43739,Lampranthus dregeanus N.E.Br. (Sond.)
3705885,43740,Lampranthus dulcis L.Bolus (L.Bolus)
3705838,43741,Lampranthus elegans Schwantes (Jacq.)
3705824,43742,Lampranthus emarginatus N.E.Br. (L.)
3705780,43743,Lampranthus explanatus N.E.Br. (L.Bolus)
3705777,43744,Lampranthus falcatus N.E.Br. (L.)
3705761,43745,Lampranthus fergusoniae L.Bolus (L.Bolus)
3705753,43746,Lampranthus filicaulis N.E.Br. (Haw.)
3705686,43747,Lampranthus fugitans L.Bolus
3705675,43748,Lampranthus galpiniae L.Bolus (L.Bolus)
3705660,43749,Lampranthus glaucoides N.E.Br. (Haw.)
7329354,43750,Lampranthus glaucus N.E.Br. (L.)
3705627,43751,Lampranthus glomeratus N.E.Br. (L.)
3705575,43752,Lampranthus haworthii N.E.Br. (Haw.)
3705540,43753,Lampranthus hoerleinianus Friedrich (Dinter)
3705532,43754,Lampranthus holensis L.Bolus
3705524,43755,Lampranthus hollandii L.Bolus (L.Bolus)
3705506,43756,Lampranthus immelmaniae N.E.Br. (L.Bolus)
3705461,43757,Lampranthus lavisii L.Bolus (L.Bolus)
3705455,43758,Lampranthus laxifolius N.E.Br. (L.Bolus)
3705438,43759,Lampranthus leipoldtii L.Bolus (L.Bolus)
3705431,43760,Lampranthus leptaleon N.E.Br. (Haw.)
3705426,43761,Lampranthus leptosepalus L.Bolus (L.Bolus)
3705230,43762,Lampranthus multiradiatus N.E.Br. (Jacq.)
3705217,43763,Lampranthus mutans N.E.Br. (L.Bolus)
3705146,43764,Lampranthus pakhuisensis L.Bolus (L.Bolus)
3705116,43765,Lampranthus pauciflorus N.E.Br. (L.Bolus)
3705102,43766,Lampranthus peacockiae L.Bolus (L.Bolus)
3705027,43767,Lampranthus pocockiae N.E.Br. (L.Bolus)
3704981,43768,Lampranthus productus N.E.Br. (Haw.)
3704972,43769,Lampranthus profundus H.E.K.Hartmann (L.Bolus)
3704958,43770,Lampranthus promontorii N.E.Br. (L.Bolus)
3704938,43771,Lampranthus purpureus L.Bolus
3704915,43772,Lampranthus reptans N.E.Br. (Aiton)
3704866,43773,Lampranthus salicola L.Bolus (L.Bolus)
3704838,43774,Lampranthus scaber N.E.Br. (L.)
