index,species
34690,Gamocarpha caespitosa S.Denham & Pozner (Phil.)
34691,Gamocarpha compacta S.Denham & Pozner (Phil.)
34692,Gamocarpha dentata Phil.
34693,Gamocarpha macrocephala S.Denham & Pozner
34694,Gamocarpha scapigera S.Denham & Pozner (J.Rémy)
34695,Gamocarpha selliana Reiche
34696,Gamocarpha ventosa S.Denham & Pozner (Meyen)
34697,Gamochaeta antillanum Anderb. (Urb.)
34698,Gamochaeta argyrinea G.L.Nesom
34699,Gamochaeta calviceps Cabrera (Fernald)
34700,Gamochaeta capitata Wedd.
34701,Gamochaeta chionesthes G.L.Nesom
34702,Gamochaeta coarctata Kerguélen (Willd.)
34703,Gamochaeta humilis Wedd.
34704,Gamochaeta lulioana S.E.Freire & Iharl.
34705,Gamochaeta malvinensis T.R.Dudley (H.Koyama)
34706,Gamochaeta pensylvanica Cabrera (Willd.)
34707,Gamochaeta purpurea Cabrera (L.)
34708,Gamochaeta simplicicaulis Cabrera (Willd. ex Spreng.)
34709,Gamochaeta stachydifolia Cabrera (Lam.)
34710,Gamochaeta stagnalis Anderb. (I.M.Johnst.)
34711,Gamochaeta ustulata Holub (Nutt.)
34712,Ganophyllum falcatum Blume
34713,Garberia heterophylla Merr. & R.M.Harper (Bartram)
34714,Garcia nutans Vahl ex Rohr
34715,Garcinia amplexicaulis Vieill. ex Pierre
34716,Garcinia arenicola P.W.Sweeney & Z.S.Rogers (Jum. & H.Perrier)
34717,Garcinia atroviridis Griff. ex T.Anderson
34718,Garcinia benthamiana Pipoly (Planch. & Triana)
34719,Garcinia calcicola P.W.Sweeney & Z.S.Rogers (Jum. & H.Perrier)
34720,Garcinia cymosa I.M.Turner & P.F.Stevens (K.Schum.)
34721,Garcinia epunctata Stapf
34722,Garcinia forbesii King
34723,Garcinia glaucescens Alain & M.M.Mejia
34724,Garcinia guacopary M.Nee (S.Moore)
34725,Garcinia gummi-gutta N.Robson (L.)
34726,Garcinia hessii Alain (Britton)
34727,Garcinia humilis C.D.Adams (Vahl)
34728,Garcinia indica Choisy (Thouars)
34729,Garcinia intermedia Hammel (Pittier)
34730,Garcinia lanceifolia Roxb.
34731,Garcinia linii C.E.Chang
34732,Garcinia livingstonei T.Anderson
34733,Garcinia macrophylla Mart.
34734,Garcinia madruno Hammel (Kunth)
34735,Garcinia mangostana L.
34736,Garcinia morella Desr. (Gaertn.)
34737,Garcinia multiflora Champ. ex Benth.
34738,Garcinia nervosa Miq.
34739,Garcinia oblongifolia Champ. ex Benth.
34740,Garcinia orthoclada Baker
34741,Garcinia ovalifolia Oliv.
34742,Garcinia pauciflora Baker
34743,Garcinia pervillei Vesque (Planch. & Triana)
34744,Garcinia portoricensis Alain (Urb.)
34745,Garcinia prainiana King
34746,Garcinia punctata Oliv.
34747,Garcinia subelliptica Merr.
34748,Garcinia talbotii Raizada
34749,Garcinia verrucosa Jum. & Perrier
34750,Garcinia warrenii F.Muell.
34751,Garcinia xanthochymus Hook.fil. ex J.Anderson
34752,Garcinia xipshuanbannaensis Y.H.Li
34753,Gardenia actinocarpa Puttock
34754,Gardenia aqualla Stapf & Hutch.
34755,Gardenia carinata Wall. ex Roxb.
34756,Gardenia cornuta Hemsl.
34757,Gardenia erubescens Stapf & Hutch.
34758,Gardenia gummifera L.f.
34759,Gardenia imperialis K.Schum.
34760,Gardenia jasminoides J.Ellis
34761,Gardenia latifolia Aiton
34762,Gardenia mannii H.St.John & Kuykendall
34763,Gardenia megasperma F.Muell.
34764,Gardenia mutabilis Reinw. ex Blume
34765,Gardenia nitida Hook.
34766,Gardenia oudiepe Vieill.
34767,Gardenia ovularis F.M.Bailey
34768,Gardenia pyriformis A.Cunn. ex Benth.
34769,Gardenia resinifera Roth
34770,Gardenia resiniflua Hiern
34771,Gardenia rutenbergiana J.-F.Leroy (Baill. ex Vatke)
34772,Gardenia scabrella Puttock
34773,Gardenia sokotensis Hutch.
34774,Gardenia subacaulis Stapf & Hutch.
34775,Gardenia taitensis DC.
34776,Gardenia ternifolia Schumach. & Thonn.
34777,Gardenia thunbergia Thunb.
34778,Gardenia tubifera Wall. ex Roxb.
34779,Gardenia urvillei Montrouz.
34780,Gardenia vilhelmii Domin
34781,Gardenia volkensii K.Schum.
34782,Gardneria multiflora Makino
34783,Gardneria ovata Wall.
34784,Garhadiolus hedypnois Jaub. & Spach (Fisch. & C.A.Mey.)
34785,Garhadiolus papposus Boiss. & Buhse
34786,Garidella unguicularis Poir.
34787,Garnotia arborum Stapf ex Woodrow
34788,Garnotia elata Janowski (Arn. ex Miq.)
34789,Garrya buxifolia A.Gray
34790,Garrya elliptica Douglas ex Lindl.
34791,Garrya fadyenii Hook.
34792,Garrya flavescens S.Watson
34793,Garrya fremontii Torr.
34794,Garrya glaberrima Wangerin
34795,Garrya grisea Wiggins
34796,Garrya laurifolia Benth.
34797,Garrya ovata Benth.
34798,Garrya veatchii Kellogg
34799,Garrya wrightii Torr.
34800,Garuga floribunda Decne.
34801,Garuga pinnata Roxb.
34802,Garuleum bipinnatum Less. (Thunb.)
34803,Gasparrinia peucedanoides Thell. (M.Bieb.)
34804,Gasteranthus acropodus Wiehler (Donn.Sm.)
34805,Gasteranthus colombianus Wiehler (C.V.Morton)
34806,Gasteranthus corallinus Wiehler (Fritsch)
34807,Gasteranthus delphinioides Wiehler (Seem.)
34808,Gasteranthus extinctus L.E.Skog & L.P.Kvist
34809,Gasteranthus leopardus M.Freiberg
34810,Gasteranthus osaensis L.E.Skog & L.P.Kvist
34811,Gasteranthus pansamalanus Wiehler (Donn.Sm.)
34812,Gasteranthus quitensis Benth.
34813,Gasteranthus wendlandianus Wiehler (Hanst.)
34814,Gasteria acinacifolia Haw. (J.Jacq.)
34815,Gasteria batesiana G.D.Rowley
34816,Gasteria brachyphylla van Jaarsv. (Salm-Dyck)
34817,Gasteria carinata Duval (Mill.)
34818,Gasteria croucheri Baker (Hook.f.)
34819,Gasteria disticha Haw. (L.)
34820,Gasteria excelsa Baker
34821,Gasteria nitida Haw. (Salm-Dyck)
34822,Gasteria obliqua Duval (Aiton)
34823,Gasteria pillansii Kensit
34824,Gasteria polita van Jaarsv.
34825,Gasteria pulchra Haw. (Aiton)
34826,Gasteria rawlinsonii Oberm.
34827,Gasteria vlokii van Jaarsv.
34828,Gastoniella chaerophylla Li Bing Zhang & Liang Zhang (Desv.)
34829,Gastridium phleoides C.E.Hubb. (Nees & Meyen)
34830,Gastridium ventricosum Schinz & Thell. (Gouan)
34831,Gastrochilus acaulis Kuntze (Lindl.)
34832,Gastrochilus acutifolius Kuntze (Lindl.)
34833,Gastrochilus bellinus Kuntze (Rchb.f.)
34834,Gastrochilus calceolaris D.Don (Buch.-Ham. ex Sm.)
34835,Gastrochilus ciliaris Maek.
34836,Gastrochilus flabelliformis C.J.Saldanha (Blatt. & McCann)
34837,Gastrochilus formosanus Hayata (Hayata)
34838,Gastrochilus japonicus Schltr. (Makino)
34839,Gastrochilus matsudae Hayata
34840,Gastrochilus obliquus Kuntze (Lindl.)
34841,Gastrochilus pseudodistichus Schltr. (King & Pantl.)
34842,Gastrochilus raraensis Fukuy.
34843,Gastrochilus retrocallus Hayata (Hayata)
34844,Gastrochilus sororius Schltr.
34845,Gastrocotyle hispida Bunge (Forssk.)
34846,"Gastrocotyle macedonica Bigazzi, Hilger & Selvi (Degen & Dörfl.)"
34847,Gastrodia cunninghamii Hook.f.
34848,Gastrodia elata Blume
34849,Gastrodia flavilabella S.S.Ying
34850,Gastrodia flexistyla T.C.Hsu & C.M.Kuo
34851,Gastrodia fontinalis T.P.Lin
34852,Gastrodia gracilis Blume
34853,Gastrodia lacista D.L.Jones
34854,Gastrodia minor Petrie
34855,Gastrodia peichatieniana S.S.Ying
34856,Gastrodia procera G.W.Carr
34857,Gastrodia pubilabiata Y.Sawa
34858,Gastrodia sesamoides R.Br.
34859,Gastrodia uraiensis T.C.Hsu & C.M.Kuo
34860,Gastrodia vescula D.L.Jones
34861,Gastrolobium bilobum R.Br.
34862,Gastrolobium brevipes Crisp
34863,Gastrolobium calycinum Benth.
34864,Gastrolobium capitatum G.Chandler & Crisp (Benth.)
34865,Gastrolobium celsianum G.Chandler & Crisp (Lem.)
34866,Gastrolobium congestum G.Chandler & Crisp
34867,Gastrolobium coriaceum G.Chandler & Crisp (Sm.)
34868,Gastrolobium ebracteolatum G.Chandler & Crisp
34869,Gastrolobium floribundum S.Moore
34870,Gastrolobium grandiflorum F.Muell.
34871,Gastrolobium latifolium G.Chandler & Crisp (R.Br.)
34872,Gastrolobium leakeanum J.Drumm.
34873,Gastrolobium minus G.Chandler & Crisp (Crisp)
34874,Gastrolobium nervosum G.Chandler & Crisp (Meisn.)
34875,Gastrolobium obovatum Benth.
34876,Gastrolobium oxylobioides Benth.
34877,Gastrolobium parviflorum Crisp (Benth.)
34878,Gastrolobium polystachyum Meisn.
34879,Gastrolobium rotundifolium Meisn.
34880,Gastrolobium rubrum G.Chandler & Crisp (Crisp)
34881,Gastrolobium sericeum G.Chandler & Crisp (Sm.)
34882,Gastrolobium spinosum Benth.
34883,Gastrolobium triangulare Domin (Benth.)
34884,Gastrolobium trilobum Benth.
34885,Gastrolobium villosum Benth.
34886,Gastrorchis francoisii Schltr.
34887,Gastrorchis humblotii Schltr. (Rchb.f.)
34888,Gastrorchis lutea Senghas (Ursch & Toill.-Gen. ex Bosser)
34889,Gastrorchis pulchra Humbert & H.Perrier
34890,Gaudichaudia albida Cham. & Schltdl.
34891,Gaudichaudia cycloptera W.R.Anderson (DC.)
34892,Gaudichaudia hexandra Chodat (Nied.)
34893,Gaudichaudia hirtella S.L.Jessup (Rich.)
34894,Gaudinia coarctata T.Durand & Schinz (Link)
34895,Gaudinia fragilis P.Beauv. (L.)
34896,Gaultheria acuminata Cham. & Schlecht
34897,Gaultheria adenothrix Maxim. (Miq.)
34898,Gaultheria anastomosans Kunth (L.fil.)
34899,Gaultheria angustifolia Brandegee
34900,Gaultheria antarctica Hook.fil.
34901,Gaultheria antipoda G.Forst.
34902,Gaultheria appressa A.W.Hill
34903,Gaultheria borneensis Stapf
34904,Gaultheria caespitosa Poepp. & Endl.
34905,Gaultheria colensoi Hook.fil.
34906,Gaultheria crassa Allan
34907,Gaultheria depressa Hook.fil.
34908,Gaultheria domingensis Urb.
34909,Gaultheria erecta Vent.
34910,Gaultheria foliolosa Benth.
34911,Gaultheria fragrantissima Wall.
34912,Gaultheria glaucifolia Hemsl.
34913,Gaultheria glomerata Sleumer (Cav.)
34914,Gaultheria hispida R.Br.
34915,Gaultheria hispidula Muhl. ex Bigelow (L.)
34916,Gaultheria humifusa Rydb. (Graham)
34917,Gaultheria insana D.J.Middleton (Molina)
34918,Gaultheria lanigera Hook.
34919,Gaultheria leucocarpa Blume
34920,Gaultheria macrostigma D.J.Middleton (Colenso)
34921,Gaultheria nubicola D.J.Middleton
34922,Gaultheria nubigena B.L.Burtt & Sleumer (Phil.)
34923,Gaultheria nummularioides D.Don
34924,Gaultheria oppositifolia Hook.fil.
34925,Gaultheria ovatifolia A.Gray
34926,Gaultheria paniculata B.L.Burtt & A.W.Hill
34927,Gaultheria parvula D.J.Middleton
34928,Gaultheria phillyreifolia Sleumer (Pers.)
34929,Gaultheria poeppigii DC.
34930,Gaultheria procumbens L.
34931,Gaultheria pumila D.J.Middleton (L.fil.)
34932,Gaultheria pyrolifolia Hook.fil. ex C.B.Clarke
34933,Gaultheria reticulata Kunth
34934,Gaultheria rigida Kunth
34935,Gaultheria rupestris R.Br. (G.Forst.)
34936,Gaultheria sclerophylla Cuatrec.
34937,Gaultheria shallon Pursh
34938,Gaultheria strigosa Benth.
34939,Gaultheria tasmanica D.J.Middleton (Hook.fil.)
34940,Gaultheria tenuifolia Sleumer (Phil.)
34941,Gaultheria trichophylla Royle
34942,Gaultheria ulei Sleumer
34943,Gaultheria vaccinioides Griseb. ex Wedd.
34944,Gaussia maya H.J.Quero & Read (O.F.Cook)
34945,Gaussia spirituana Moya & Leiva
34946,Gavilea araucana M.N.Correa (Phil.)
34947,Gavilea australis M.N.Correa (Skottsb.)
34948,Gavilea chica Chemisquy (Speg. & Kraenzl.)
34949,Gavilea gladysiae Chemisquy
34950,Gavilea glandulifera M.N.Correa (Poepp. & Endl.)
34951,Gavilea kingii M.N.Correa (Hook.f.)
34952,Gavilea litoralis M.N.Correa (Phil.)
34953,Gavilea longibracteata Sparre ex L.E.Navas (Lindl.)
34954,Gavilea lutea M.N.Correa (Comm. ex Pers.)
34955,Gavilea odoratissima Poepp.
34956,Gavilea platyantha Ormerod (Rchb.f.)
34957,Gavilea supralabellata M.N.Correa
34958,Gavilea venosa Garay & Ormerod (Lam.)
34959,Gaya mollendoensis Krapov.
34960,Gaya parviflora Krapov. (Phil.)
34961,Gaya triflora Hochr.
34962,Gaya weberbaueri Ulbr.
34963,Gaylussacia baccata K.Koch (Wangenh.)
34964,Gaylussacia bigeloviana Sorrie & Weakley (Fernald)
34965,Gaylussacia brachycera Torr. & A.Gray ex A.Gray (Michx.)
34966,Gaylussacia brasiliensis Meisn. (Spreng.)
34967,Gaylussacia buxifolia Kunth
34968,Gaylussacia dumosa A.Gray (Andr.)
34969,Gaylussacia frondosa Torr. & A.Gray ex Torr. (L.)
34970,Gaylussacia mosieri Small
34971,Gaylussacia nana Small (A.Gray)
34972,Gaylussacia tomentosa Small (A.Gray)
34973,Gaylussacia ursina Torr. & A.Gray ex Gray (M.A.Curtis)
34974,Gayophytum diffusum Torr. & A.Gray
34975,Gayophytum eriospermum Coville
34976,Gayophytum heterozygum F.H.Lewis & Szweyk.
34977,Gayophytum humile Juss.
34978,Gayophytum micranthum Hook. & Arn. (C.Presl)
34979,Gayophytum oligospermum F.H.Lewis & Szweyk.
34980,Gayophytum racemosum Nutt. ex Torr. & A.Gray
34981,Gayophytum ramosissimum Torr. & A.Gray
34982,Gazania caespitosa Bolus
34983,Gazania ciliaris DC.
34984,Gazania heterochaeta DC.
34985,Gazania jurineifolia DC.
34986,Gazania krebsiana Less.
34987,Gazania leiopoda Rössler (DC.)
34988,Gazania lichtensteinii Less.
34989,Gazania linearis Druce (Thunb.)
34990,Gazania maritima Levyns
34991,Gazania othonnites Less. (Thunb.)
34992,Gazania pectinata Hartw. (Thunb.)
34993,Gazania rigens Gaertn. (L.)
34994,Gazania rigida Roessler (Burm.fil.)
34995,Gazania serrata DC.
34996,Gazania tenuifolia Less.
34997,Geigeria alata Benth. & Hook.fil. ex Oliv. & Hiern (Hochst. & Steud. ex DC.)
34998,Geigeria aspera Harv.
34999,Geigeria burkei Harv.
35000,Geigeria odontoptera O.Hoffm.
35001,Geigeria ornativa O.Hoffm.
35002,Geigeria pectidea Harv. (DC.)
35003,Geigeria plumosa Muschl.
35004,Geigeria rigida O.Hoffm.
35005,Geigeria schinzii O.Hoffm.
35006,Geigeria vigintisquamea O.Hoffm.
35007,Geijera linearifolia J.M.Black (DC.)
35008,Geijera parviflora Lindl.
35009,Geijera salicifolia Schott
35010,Geissanthus ambigua G.Agostini (C.Mart.)
35011,Geissanthus quindiensis Mez
35012,Geissaspis cristata Wight & Arn.
35013,Geissois hirsuta Brongn. & Gris
35014,Geissois pruinosa Brongn. & Gris
35015,Geissois racemosa Labill.
35016,Geissomeria longiflora Lindl.
35017,Geissomeria nitida Nees (Nees & Mart.)
35018,Geissorhiza altimontana Goldblatt & J.C.Manning
35019,Geissorhiza arenicola Goldblatt
35020,Geissorhiza aspera Goldblatt
35021,Geissorhiza barkerae Goldblatt
35022,Geissorhiza bolusii Baker
35023,Geissorhiza bonae-spei Goldblatt
35024,Geissorhiza brehmii Eckl. ex Klatt
35025,Geissorhiza brevituba Goldblatt (G.J.Lewis)
35026,Geissorhiza bryicola Goldblatt
35027,Geissorhiza burchellii R.C.Foster
35028,Geissorhiza callista Goldblatt
35029,Geissorhiza cantharophila Goldblatt & J.C.Manning
35030,Geissorhiza cataractarum Goldblatt
35031,Geissorhiza cedarmontana Goldblatt
35032,Geissorhiza confusa Goldblatt
35033,Geissorhiza corrugata Klatt
35034,Geissorhiza darlingensis Goldblatt
35035,Geissorhiza delicatula Goldblatt
35036,Geissorhiza divaricata Goldblatt
35037,Geissorhiza elsiae Goldblatt
35038,Geissorhiza esterhuyseniae Goldblatt
35039,Geissorhiza eurystigma L.Bolus
35040,Geissorhiza exscapa Goldblatt (Thunb.)
35041,Geissorhiza foliosa Klatt
35042,Geissorhiza fourcadei G.J.Lewis (L.Bolus)
35043,Geissorhiza furva Ker Gawl. ex Baker
35044,Geissorhiza geminata E.Mey. ex Baker
35045,Geissorhiza hesperanthoides Schltr.
35046,Geissorhiza heterostyla L.Bolus
35047,Geissorhiza hispidula Goldblatt (R.C.Foster)
35048,Geissorhiza humilis Ker Gawl. (Thunb.)
35049,Geissorhiza imbricata Ker Gawl. (D.Delaroche)
35050,Geissorhiza inaequalis L.Bolus
35051,Geissorhiza inconspicua Baker
35052,Geissorhiza inflexa Ker Gawl. (D.Delaroche)
35053,Geissorhiza juncea A.Dietr. (Link)
35054,Geissorhiza kamiesmontana Goldblatt
35055,Geissorhiza karooica Goldblatt
35056,Geissorhiza lapidosa Goldblatt & J.C.Manning
35057,Geissorhiza leipoldtii R.C.Foster
35058,Geissorhiza lithicola Goldblatt
35059,Geissorhiza longifolia Goldblatt (G.J.Lewis)
35060,Geissorhiza louisabolusiae R.C.Foster
35061,Geissorhiza malmesburiensis R.C.Foster
35062,Geissorhiza mathewsii L.Bolus
35063,Geissorhiza minuta Goldblatt
35064,Geissorhiza monanthos Eckl.
35065,Geissorhiza namaquensis W.F.Barker
35066,Geissorhiza nana Klatt
35067,Geissorhiza nigromontana Goldblatt
35068,Geissorhiza nubigena Goldblatt
35069,Geissorhiza ornithogaloides Klatt
35070,Geissorhiza outeniquensis Goldblatt
35071,Geissorhiza ovata Asch. & Graebn. (Burm.f.)
35072,Geissorhiza parva Baker
35073,Geissorhiza platystigma Goldblatt & J.C.Manning
35074,Geissorhiza purpurascens Goldblatt
35075,Geissorhiza purpureolutea Baker
35076,Geissorhiza pusilla Klatt (Andrews)
35077,Geissorhiza radians Goldblatt (Thunb.)
35078,Geissorhiza ramosa Ker Gawl. ex Klatt
35079,Geissorhiza reclinata Goldblatt & J.C.Manning
35080,Geissorhiza roseoalba Goldblatt (G.J.Lewis)
35081,Geissorhiza saxicola Goldblatt & J.C.Manning
35082,Geissorhiza schinzii Goldblatt (Baker)
35083,Geissorhiza scillaris A.Dietr.
35084,Geissorhiza setacea Ker Gawl. (Thunb.)
35085,Geissorhiza silenoides Goldblatt & J.C.Manning
35086,Geissorhiza similis Goldblatt
35087,Geissorhiza spiralis de Vos ex Goldblatt (Burch.)
35088,Geissorhiza splendidissima Diels
35089,Geissorhiza subrigida L.Bolus
35090,Geissorhiza sufflava Goldblatt & J.C.Manning
35091,Geissorhiza sulphurascens Schltr. ex R.C.Foster
35092,Geissorhiza tabularis Goldblatt
35093,Geissorhiza tenella Goldblatt
35094,Geissorhiza tricolor Goldblatt & J.C.Manning
35095,Geissorhiza tulbaghensis F.Bolus
35096,Geissorhiza uliginosa Goldblatt & J.C.Manning
35097,Geissorhiza umbrosa G.J.Lewis
35098,Geissorhiza unifolia Goldblatt
35099,Geissospermum laeve Miers (Vell.)
35100,Geitonoplesium cymosum A.Cunn. ex R.Br. (R.Br.)
35101,"Gelasia albicans Zaika, Sukhor. & N.Kilian (Coss.)"
35102,"Gelasia biebersteinii Zaika, Sukhor. & N.Kilian (Lipsch.)"
35103,"Gelasia caespitosa Zaika, Sukhor. & N.Kilian (Pomel)"
35104,"Gelasia circumflexa Zaika, Sukhor. & N.Kilian (Krasch. & Lipsch.)"
35105,"Gelasia cretica Zaika, Sukhor. & N.Kilian (Willd.)"
35106,"Gelasia ensifolia Zaika, Sukhor. & N.Kilian (M.Bieb.)"
35107,"Gelasia eriophora Zaika, Sukhor. & N.Kilian (DC.)"
35108,"Gelasia filifolia Zaika, Sukhor. & N.Kilian (Boiss.)"
35109,"Gelasia hirsuta Zaika, Sukhor. & N.Kilian (Gouan)"
35110,"Gelasia psychrophila Zaika, Sukhor. & N.Kilian (Boiss. & Hausskn.)"
35111,Gelasia villosa Cass. (Scop.)
35112,Gelasine coerulea Ravenna (Vell.)
35113,Gelasine elongata Ravenna (Graham)
35114,Geleznowia verrucosa Turcz.
35115,Gelidocalamus kunishii Keng f. & T.H.Wen (Hayata)
35116,Gelrebia rubra Gagnon & G.P.Lewis (Engl.)
35117,Gelsemium elegans Benth. (Gardner & Champion)
35118,Gelsemium rankinii Small
35119,Gelsemium sempervirens J.St.-Hil. (L.)
35120,Genianthus laurifolius Hook.fil. (Roxb.)
35121,Geniostoma hedyosmifolium Byng & Christenh. (Baill.)
35122,Geniostoma rarotongensis Fosberg & Sachet
35123,Geniostoma rupestre J.R.Forst. & G.Forst.
35124,Geniostoma tinifolium B.J.Conn (A.Gray)
35125,Geniostoma waialealae Byng & Christenh. (Wawra)
35126,Geniostoma waiolani Byng & Christenh. (Wawra)
35127,Genipa americana L.
35128,Genipa infundibuliformis Zappi & Semir
35129,Genipa spruceana Steyerm.
35130,Genista acanthoclada DC.
35131,Genista aetnensis DC. (Biv.)
35132,Genista albida Willd.
35133,Genista anglica L.
35134,Genista aucheri Boiss.
35135,Genista berberidea Lange
35136,Genista cadasonensis Vals.
35137,Genista canariensis L.
35138,Genista cinerascens Lange
35139,Genista cinerea DC. (Vill.)
35140,Genista corsica DC. (Loisel.)
35141,Genista depressa M.Bieb.
35142,Genista desoleana Vals.
35143,Genista dracunculoides Spach
35144,Genista falcata Brot.
35145,Genista fasselata Decne.
35146,Genista florida L.
35147,Genista germanica L.
35148,Genista hirsuta Vahl
35149,Genista hispanica L.
35150,Genista humifusa L.
35151,Genista hystrix Lange
35152,Genista ifniensis Caball.
35153,Genista januensis Viv.
35154,Genista libanotica Boiss.
35155,Genista linifolia L.
35156,Genista lobelii DC.
35157,Genista maderensis Lowe (Webb & Berthel.)
35158,Genista majorica Cantó & M.J.Sánchez
35159,Genista micrantha Ortega
35160,Genista microcephala Coss. & Durieu
35161,Genista microphylla DC.
35162,Genista millii Heldr. ex Boiss.
35163,Genista monspessulana L.A.S.Johnson (L.)
35164,Genista mugronensis Vierh.
35165,Genista pilosa L.
35166,Genista polyanthos R.Roem. ex Willk.
35167,Genista radiata Scop. (L.)
35168,Genista sagittalis L.
35169,Genista salzmannii DC.
35170,Genista sardoa Vals.
35171,Genista scorpius DC. (L.)
35172,Genista segonnei P.E.Gibbs (Maire)
35173,Genista sericea Wulfen
35174,Genista spartioides Spach
35175,Genista stenopetala Webb & Berthel.
35176,Genista sylvestris Scop.
35177,Genista tenera Kuntze (Jacq. ex Murray)
35178,Genista teretifolia Willk.
35179,Genista tinctoria L.
35180,Genista tournefortii Spach
35181,Genista triacanthos Brot.
35182,Genista tricuspidata Desf.
35183,Genista tridens DC. (Cav.)
35184,Genista tridentata L.
35185,Genista tyrrhena Vals.
35186,Genista ulicina Spach
35187,Genista umbellata Poir. (L'Hér.)
35188,Genista verae Juz.
35189,Genistidium dumosum I.M.Johnst.
35190,Genlisea aurea A.St.-Hil.
35191,Genlisea filiformis A.St.-Hil.
35192,Genlisea hispidula Stapf
35193,Genlisea margaretae Hutch.
35194,Genlisea pygmaea A.St.-Hil.
35195,Genlisea repens Benj.
35196,Genlisea violacea A.St.-Hil.
35197,Gennaria diphylla Parl. (Link)
35198,Genoplesium acuminatum D.L.Jones & M.A.Clem. (R.S.Rogers)
35199,Genoplesium alticola D.L.Jones & B.Gray
35200,Genoplesium apostasioides D.L.Jones & M.A.Clem. (Fitzg.)
35201,Genoplesium archeri D.L.Jones & M.A.Clem. (Hook.f.)
35202,Genoplesium arrectum D.L.Jones
35203,Genoplesium baueri R.Br.
35204,Genoplesium brachystachyum D.L.Jones & M.A.Clem. (Lindl.)
35205,Genoplesium citriodorum D.L.Jones & M.A.Clem.
35206,Genoplesium despectans D.L.Jones & M.A.Clem. (Hook.f.)
35207,Genoplesium ectopum D.L.Jones
35208,Genoplesium eriochilum D.L.Jones & M.A.Clem. (Fitzg.)
35209,Genoplesium filiforme D.L.Jones & M.A.Clem. (Fitzg.)
35210,Genoplesium fimbriatum D.L.Jones & M.A.Clem. (R.Br.)
35211,Genoplesium formosum D.L.Jones
35212,Genoplesium insigne D.L.Jones
35213,Genoplesium morrisii D.L.Jones & M.A.Clem. (Nicholls)
35214,Genoplesium nigricans D.L.Jones & M.A.Clem. (R.Br.)
35215,Genoplesium nudiscapum D.L.Jones & M.A.Clem. (Hook.f.)
35216,Genoplesium nudum D.L.Jones & M.A.Clem. (Hook.f.)
35217,Genoplesium ostrinum D.L.Jones
35218,Genoplesium plumosum D.L.Jones & M.A.Clem. (Rupp)
35219,Genoplesium pumilum D.L.Jones & M.A.Clem. (Hook.f.)
35220,Genoplesium rhyoliticum D.L.Jones & M.A.Clem.
35221,Genoplesium rufum D.L.Jones & M.A.Clem. (R.Br.)
35222,Genoplesium ruppii D.L.Jones (R.S.Rogers)
35223,Genoplesium sagittiferum D.L.Jones & M.A.Clem. (Rupp)
35224,Genoplesium simulans D.L.Jones
35225,Genoplesium superbum D.L.Jones
35226,Genoplesium tasmanicum D.L.Jones
35227,Genoplesium vernale D.L.Jones
35228,Genoplesium woollsii D.L.Jones & M.A.Clem. (F.Muell.)
35229,Gentiana acaulis L.
35230,Gentiana affinis Griseb.
35231,Gentiana alba Muhl.
35232,Gentiana albicalyx Burkill
35233,Gentiana algida Pall.
35234,Gentiana alpina Vill.
35235,Gentiana andrewsii Griseb.
35236,Gentiana angustifolia Vill.
35237,Gentiana aquatica L.
35238,Gentiana arisanensis Hayata
35239,Gentiana asclepiadea L.
35240,Gentiana austromontana J.S.Pringle & Sharp
35241,Gentiana autumnalis L.
35242,"Gentiana bambuseti T.Y.Hsieh, T.C.Hsu, S.M.Ku & C.I Peng"
35243,Gentiana bavarica L.
35244,Gentiana bicuspidata Briq. (G.Don)
35245,Gentiana billingtonii Farw. ex J.S.Pringle
35246,Gentiana boryi Boiss.
35247,Gentiana brachyphylla Vill.
35248,Gentiana burseri Lapeyr.
35249,Gentiana calycosa Griseb.
35250,Gentiana capitata Buch.-Ham. ex D.Don
35251,Gentiana catesbaei Walter
35252,Gentiana cephalantha Franch. ex Hemsl.
35253,Gentiana clausa Raf.
35254,Gentiana clusii Perr. & Songeon
35255,Gentiana coronata Royle
35256,Gentiana cruciata L.
35257,Gentiana curtisii J.S.Pringle
35258,Gentiana dahurica Fisch.
35259,Gentiana davidii Franch.
35260,Gentiana decora Pollard
35261,Gentiana decumbens L.fil.
35262,Gentiana depressa D.Don
35263,Gentiana dinarica Beck (Beck)
35264,Gentiana douglasiana Bong.
35265,Gentiana flavomaculata Hayata
35266,Gentiana fremontii Torr.
35267,Gentiana froelichii Jan ex Rchb.
35268,Gentiana gelida M.Bieb.
35269,Gentiana glauca Pall.
35270,Gentiana grandiflora Laxm.
35271,Gentiana hooperi J.S.Pringle
35272,Gentiana jamesii Hemsl.
35273,Gentiana kaufmanniana Regel & Schmalh.
35274,Gentiana kurroo Royle
35275,Gentiana laevigata M.Martens & Galeotti
35276,Gentiana latidens J.S.Pringle & Weakley (House)
35277,Gentiana lawrencei Burkill
35278,Gentiana leucomelaena Maxim.
35279,Gentiana ligustica Vilm. & Chopinet
35280,Gentiana linearis Froel.
35281,Gentiana longicollis G.L.Nesom
35282,Gentiana loureiroi Griseb. (G.Don)
35283,Gentiana lutea L.
35284,Gentiana macrophylla Pall.
35285,Gentiana makinoi Kuzn.
35286,Gentiana membranulifera T.N.Ho
35287,Gentiana mirandae Paray
35288,Gentiana newberryi A.Gray
35289,Gentiana nipponica Maxim.
35290,Gentiana nivalis L.
